0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
332.429,222.144,190.324,191.871,196.785,193.871,134.087,134.257,132.419,0.579 ,0.000 ,1.259 ,1.270 ,110.049,127.800,128.462,213.030,213.405,344.348,552.634,611.835,867.782,907.545,907.365,897.824,880.936,873.173,838.360,795.487,753.733,692.144,631.360,621.549,620.753,625.580,629.448,612.934,563.168,533.357,532.160,694.659,683.982,683.914,684.519,684.038,633.206,519.563,519.779,521.814,521.427,520.448,430.942,432.415,431.240,431.289,547.242,535.303,531.842,NaN,640.208,639.378,NaN,449.807
332.225,221.641,189.818,191.364,196.429,193.498,133.895,134.063,132.245,1.103 ,1.259 ,0.000 ,0.264 ,109.604,126.991,127.679,212.121,212.463,343.337,551.529,610.734,866.643,906.407,906.228,896.691,879.816,872.091,837.313,794.504,752.840,691.313,630.576,620.771,619.976,624.823,628.699,612.154,562.373,532.681,531.481,694.014,683.349,683.280,683.886,683.408,632.700,519.068,519.286,521.313,520.927,519.947,430.414,431.859,430.777,430.827,547.321,535.270,531.772,NaN,639.708,638.856,NaN,449.500
332.487,221.889,190.065,191.611,196.686,193.754,134.157,134.326,132.508,1.233 ,1.270 ,0.264 ,0.000 ,109.857,127.203,127.896,212.315,212.649,343.507,551.669,610.876,866.770,906.535,906.355,896.821,879.951,872.239,837.473,794.682,753.037,691.521,630.791,620.988,620.193,625.043,628.920,612.371,562.588,532.912,531.711,694.249,683.584,683.516,684.122,683.644,632.948,519.317,519.534,521.561,521.175,520.195,430.660,432.103,431.028,431.077,547.582,535.534,532.036,NaN,639.956,639.102,NaN,449.759
225.690,112.341,80.599,82.165,87.457,84.312,34.887,34.933,34.989,109.476,110.049,109.604,109.857,0.000 ,43.343,40.904,122.959,126.593,258.332,474.241,532.262,791.988,831.419,831.155,820.983,802.190,789.712,751.216,702.697,654.909,590.204,527.517,517.454,516.627,520.675,524.259,508.946,459.893,426.095,424.993,586.535,575.639,575.575,576.149,575.617,523.306,409.614,409.829,411.894,411.504,410.533,321.226,322.990,321.200,321.248,449.437,433.066,428.343,NaN,530.280,529.585,NaN,340.782
231.985,105.971,76.627,77.852,94.611,90.676,70.557,70.496,71.841,127.232,127.800,126.991,127.203,43.343,0.000 ,3.470 ,87.052,88.960,221.904,435.962,494.466,753.447,793.001,792.760,782.753,764.492,753.549,716.443,670.549,626.521,564.377,503.622,493.845,493.054,498.030,501.971,485.219,435.394,407.055,405.786,568.930,558.533,558.459,559.102,558.689,511.937,399.111,399.343,401.104,400.745,399.713,309.546,309.897,312.737,312.811,463.341,442.686,436.493,NaN,519.132,517.455,NaN,339.582
229.072,103.473,73.828,75.080,91.440,87.517,67.326,67.262,68.653,127.892,128.462,127.679,127.896,40.904,3.470 ,0.000 ,87.420,89.643,222.569,436.993,495.424,754.548,794.083,793.837,783.803,765.455,754.277,716.974,670.739,626.275,563.855,502.898,493.092,492.297,497.187,501.095,484.475,434.712,405.864,404.609,567.658,557.218,557.144,557.782,557.360,510.171,397.251,397.482,399.265,398.904,397.875,307.729,308.184,310.697,310.769,460.201,439.709,433.578,NaN,517.351,515.745,NaN,337.106
206.456,85.812,81.725,81.300,106.237,103.241,133.838,133.670,136.180,212.477,213.030,212.121,212.315,122.959,87.052,87.420,0.000 ,8.373 ,135.546,351.317,409.304,669.072,708.482,708.216,698.030,679.249,667.237,629.598,583.556,540.762,480.281,421.246,411.763,411.008,416.816,421.079,403.068,352.804,330.427,328.973,492.657,482.907,482.820,483.542,483.274,444.191,334.373,334.627,335.888,335.584,334.480,245.457,243.551,253.832,253.945,441.033,412.291,403.395,NaN,451.618,448.581,NaN,292.287
214.506,94.167,89.348,88.984,114.048,110.977,139.241,139.078,141.528,212.860,213.405,212.463,212.649,126.593,88.960,89.643,8.373 ,0.000 ,132.947,347.785,406.016,665.493,704.961,704.704,694.589,676.032,664.634,627.523,582.414,540.848,481.192,422.807,413.424,412.681,418.730,423.079,404.715,354.359,333.548,332.058,495.672,486.057,485.968,486.705,486.464,448.659,339.388,339.643,340.839,340.543,339.432,250.763,248.574,259.695,259.813,448.912,419.872,410.857,NaN,456.110,452.884,NaN,299.058
253.773,187.266,202.039,200.940,220.924,219.462,265.669,265.481,268.158,343.821,344.348,343.337,343.507,258.332,221.904,222.569,135.546,132.947,0.000 ,216.897,274.225,534.414,573.679,573.393,563.075,543.958,531.736,494.722,451.556,415.890,362.693,311.249,303.116,302.513,311.006,316.201,294.478,244.643,244.809,242.885,399.259,391.641,391.523,392.435,392.572,375.247,281.897,282.174,282.034,281.903,280.745,209.033,201.556,228.361,228.545,460.950,421.221,408.480,NaN,382.828,376.584,NaN,284.566
435.237,400.536,418.135,416.964,435.566,434.469,482.566,482.378,485.055,552.146,552.634,551.529,551.669,474.241,435.962,436.993,351.317,347.785,216.897,0.000 ,59.344,317.756,357.182,356.922,346.819,328.708,321.587,292.124,269.287,271.055,256.453,246.223,245.310,245.408,258.891,264.987,240.190,215.197,271.256,269.302,355.740,355.001,354.836,355.996,357.071,390.237,352.256,352.476,350.206,350.390,349.544,329.260,318.505,353.423,353.618,589.979,542.449,526.988,NaN,396.336,385.322,NaN,412.087
481.479,455.381,474.237,473.021,490.826,489.909,539.619,539.428,542.129,611.345,611.835,610.734,610.876,532.262,494.466,495.424,409.304,406.016,274.225,59.344,0.000 ,260.390,299.513,299.215,288.852,270.031,262.272,234.058,218.014,234.292,235.931,241.912,243.597,243.921,257.413,263.105,240.350,227.319,291.500,289.756,348.655,350.069,349.900,351.062,352.354,398.102,376.664,376.857,374.215,374.464,373.746,366.223,355.442,390.108,390.296,620.596,572.039,556.254,NaN,403.464,391.736,NaN,446.845
731.469,715.245,734.577,733.352,750.868,750.032,799.961,799.771,802.466,867.313,867.782,866.643,866.770,791.988,753.447,754.548,669.072,665.493,534.414,317.756,260.390,0.000 ,39.798,39.665,31.570,33.464,83.636,129.414,207.135,297.136,359.839,409.666,417.271,418.054,428.226,431.547,419.268,434.108,504.220,503.082,484.148,491.936,491.786,492.741,494.458,569.631,589.983,590.103,586.872,587.238,586.847,604.004,593.625,626.471,626.639,836.595,787.125,771.129,NaN,572.364,560.067,NaN,677.514
767.874,753.882,773.516,772.279,789.584,788.795,839.131,838.940,841.642,907.076,907.545,906.407,906.535,831.419,793.001,794.083,708.482,704.961,573.679,357.182,299.513,39.798,0.000 ,0.934 ,12.735,39.941,90.456,144.824,226.551,318.614,385.481,438.598,446.666,447.481,457.076,460.065,449.181,466.685,536.607,535.551,507.694,516.117,515.973,516.884,518.621,596.318,621.721,621.831,618.548,618.927,618.580,638.866,628.584,661.048,661.212,867.475,818.055,802.094,NaN,598.687,586.470,NaN,711.094
767.379,753.527,773.190,771.952,789.236,788.452,838.831,838.640,841.343,906.895,907.365,906.228,906.355,831.155,792.760,793.837,708.216,704.704,573.393,356.922,299.215,39.665,0.934 ,0.000 ,12.021,39.147,89.549,143.955,225.703,317.781,384.703,437.879,445.956,446.772,456.354,459.337,448.483,466.054,535.969,534.915,506.879,515.311,515.167,516.078,517.815,595.550,621.062,621.173,617.889,618.267,617.921,638.306,628.029,660.477,660.642,866.791,817.373,801.412,NaN,597.913,585.698,NaN,710.488
755.852,742.750,762.594,761.349,778.500,777.743,828.405,828.213,830.920,897.352,897.824,896.691,896.821,820.983,782.753,783.803,698.030,694.589,563.075,346.819,288.852,31.570,12.735,12.021,0.000 ,27.357,79.102,132.727,214.215,306.166,372.802,425.865,433.937,434.753,444.342,447.331,436.461,454.100,524.001,522.951,495.141,503.526,503.381,504.295,506.031,583.617,609.065,609.175,605.890,606.269,605.924,626.537,616.272,648.672,648.836,854.773,805.355,789.396,NaN,585.998,573.778,NaN,698.586
732.315,722.001,742.449,741.181,757.880,757.215,808.793,808.599,811.321,880.455,880.936,879.816,879.951,802.190,764.492,765.455,679.249,676.032,543.958,328.708,270.031,33.464,39.941,39.147,27.357,0.000 ,53.807,105.736,186.939,278.823,345.569,399.093,407.264,408.086,417.543,420.465,409.913,428.431,498.203,497.186,467.787,476.186,476.041,476.954,478.691,556.443,582.981,583.088,579.786,580.169,579.840,601.925,591.728,623.874,624.036,828.353,778.959,763.012,NaN,558.786,546.576,NaN,673.228
705.762,704.310,726.431,725.100,740.446,740.051,794.063,793.864,796.621,872.673,873.173,872.091,872.239,789.712,753.549,754.277,667.237,664.634,531.736,321.587,262.272,83.636,90.456,89.549,79.102,53.807,0.000 ,56.459,138.861,231.415,301.913,359.327,368.122,368.987,377.498,379.920,371.558,394.657,463.446,462.594,421.202,430.180,430.042,430.908,432.658,512.830,546.513,546.601,543.226,543.628,543.379,571.840,561.946,592.976,593.129,789.643,740.443,724.592,NaN,514.747,502.670,NaN,639.878
657.123,661.970,685.314,683.938,698.184,697.999,753.744,753.541,756.318,837.846,838.360,837.313,837.473,751.216,716.443,716.974,629.598,627.523,494.722,292.124,234.058,129.414,144.824,143.955,132.727,105.736,56.459,0.000 ,82.443,174.991,245.796,304.375,313.408,314.289,322.390,324.618,317.183,342.597,410.576,409.815,364.757,373.722,373.583,374.449,376.199,456.575,492.608,492.687,489.283,489.694,489.481,521.323,511.644,541.919,542.066,734.591,685.488,669.683,NaN,458.426,446.372,NaN,587.359
591.067,607.385,632.717,631.273,643.483,643.667,702.078,701.870,704.663,794.952,795.487,794.504,794.682,702.697,670.549,670.739,583.556,582.414,451.556,269.287,218.014,207.135,226.551,225.703,214.215,186.939,138.861,82.443,0.000 ,92.554,165.154,226.959,236.565,237.481,244.423,246.109,241.202,272.010,337.433,336.881,282.349,291.415,291.277,292.132,293.884,375.106,416.724,416.785,413.331,413.759,413.629,452.384,443.200,471.767,471.902,655.782,606.937,591.247,NaN,376.745,364.771,NaN,514.053
521.363,553.007,580.590,579.077,588.454,589.121,650.275,650.063,652.844,753.177,753.733,752.840,753.037,654.909,626.521,626.275,540.762,540.848,415.890,271.055,234.292,297.136,318.614,317.781,306.166,278.823,231.415,174.991,92.554,0.000 ,78.363,145.772,156.237,157.189,161.385,161.857,162.519,202.460,260.960,260.780,189.813,199.017,198.881,199.719,201.473,283.980,334.424,334.454,330.956,331.407,331.409,380.331,372.051,397.610,397.725,567.983,519.607,504.121,NaN,285.273,273.450,NaN,434.762
445.896,485.101,513.802,512.259,519.920,520.859,583.209,582.997,585.755,691.579,692.144,691.313,691.521,590.204,564.377,563.855,480.281,481.192,362.693,256.453,235.931,359.839,385.481,384.703,372.802,345.569,301.913,245.796,165.154,78.363,0.000 ,68.502,79.175,80.125,83.200,83.502,86.245,131.126,184.190,184.166,126.656,133.020,132.863,133.881,135.551,211.048,256.069,256.097,252.599,253.050,253.058,304.530,296.691,320.914,321.022,491.021,442.375,426.782,NaN,213.237,201.054,NaN,356.645
377.498,420.548,449.914,448.356,454.857,455.967,518.944,518.732,521.468,630.790,631.360,630.576,630.791,527.517,503.622,502.898,421.246,422.807,311.249,246.223,241.912,409.666,438.598,437.879,425.865,399.093,359.327,304.375,226.959,145.772,68.502,0.000 ,10.714,11.655,18.574,22.646,18.646,68.449,115.689,115.668,109.552,109.068,108.901,110.065,111.228,163.669,189.984,190.036,186.564,186.999,186.910,236.108,228.390,252.421,252.530,430.318,381.149,365.323,NaN,167.715,155.432,NaN,289.185
366.791,410.243,439.697,438.137,444.476,445.610,508.662,508.450,511.183,620.978,621.549,620.771,620.988,517.454,493.845,493.092,411.763,413.424,303.116,245.310,243.597,417.271,446.666,445.956,433.937,407.264,368.122,313.408,236.565,156.237,79.175,10.714,0.000 ,0.953 ,13.830,19.741,8.729 ,59.221,105.033,104.992,111.522,109.800,109.636,110.792,111.822,158.539,180.182,180.240,176.780,177.210,177.094,225.402,217.677,241.777,241.886,421.588,372.339,356.475,NaN,162.953,150.776,NaN,278.928
365.846,409.384,438.849,437.289,443.605,444.743,507.806,507.593,510.326,620.182,620.753,619.976,620.193,516.627,493.054,492.297,411.008,412.681,302.513,245.408,243.921,418.054,447.481,446.772,434.753,408.086,368.987,314.289,237.481,157.189,80.125,11.655,0.953 ,0.000 ,13.582,19.588,8.053 ,58.523,104.081,104.042,111.590,109.759,109.595,110.750,111.768,157.976,179.262,179.320,175.861,176.290,176.173,224.457,216.735,240.825,240.934,420.734,371.481,355.614,NaN,162.420,150.253,NaN,277.984
364.755,412.525,442.349,440.782,446.363,447.614,510.996,510.784,513.501,625.007,625.580,624.823,625.043,520.675,498.030,497.187,416.816,418.730,311.006,258.891,257.413,428.226,457.076,456.354,444.342,417.543,377.498,322.390,244.423,161.385,83.200,18.574,13.830,13.582,0.000 ,6.193 ,19.277,66.366,102.609,102.848,98.721,96.456,96.294,97.444,98.425,145.564,173.243,173.282,169.793,170.237,170.201,223.447,216.205,238.752,238.852,412.209,363.101,347.307,NaN,149.795,137.563,NaN,273.447
366.249,415.778,445.735,444.166,449.453,450.750,514.246,514.033,516.743,628.874,629.448,628.699,628.920,524.259,501.971,501.095,421.079,423.079,316.201,264.987,263.105,431.547,460.065,459.337,447.331,420.465,379.920,324.618,246.109,161.857,83.502,22.646,19.741,19.588,6.193 ,0.000 ,25.463,71.653,104.338,104.698,92.536,90.284,90.122,91.273,92.263,141.026,172.567,172.596,169.099,169.549,169.555,225.077,218.053,239.889,239.985,410.017,361.006,345.258,NaN,145.076,132.800,NaN,273.392
359.682,401.904,431.287,429.728,436.211,437.321,500.303,500.091,502.827,612.363,612.934,612.154,612.371,508.946,485.219,484.475,403.068,404.715,294.478,240.190,240.350,419.268,449.181,448.483,436.461,409.913,371.558,317.183,241.202,162.519,86.245,18.646,8.729 ,8.053 ,19.277,25.463,0.000 ,50.492,98.442,98.283,117.998,115.583,115.422,116.568,117.514,159.714,175.657,175.726,172.292,172.713,172.547,218.347,210.450,235.135,235.249,418.530,369.194,353.284,NaN,164.452,152.408,NaN,273.424
320.126,354.027,382.911,381.362,388.796,389.745,452.219,452.006,454.759,562.598,563.168,562.373,562.588,459.893,435.394,434.712,352.804,354.359,244.643,215.197,227.319,434.108,466.685,466.054,454.100,428.431,394.657,342.597,272.010,202.460,131.126,68.449,59.221,58.523,66.366,71.653,50.492,0.000 ,70.150,68.977,159.714,154.552,154.409,155.470,156.036,175.088,156.609,156.750,153.650,153.986,153.500,180.422,171.402,199.878,200.017,404.082,354.666,338.653,NaN,181.295,170.517,NaN,245.266
262.172,315.663,346.393,344.814,348.283,349.825,413.825,413.613,416.277,532.779,533.357,532.681,532.912,426.095,407.055,405.864,330.427,333.548,244.809,271.256,291.500,504.220,536.607,535.969,524.001,498.203,463.446,410.576,337.433,260.960,184.190,115.689,105.033,104.081,102.609,104.338,98.442,70.150,0.000 ,2.136 ,162.277,152.510,152.420,153.158,152.930,133.889,86.839,86.994,84.014,84.324,83.765,120.838,113.718,136.749,136.859,334.259,284.906,268.904,NaN,141.257,133.486,NaN,176.868
262.019,314.666,345.349,343.771,347.377,348.898,412.868,412.657,415.324,531.583,532.160,531.481,531.711,424.993,405.786,404.609,328.973,332.058,242.885,269.302,289.756,503.082,535.551,534.915,522.951,497.186,462.594,409.815,336.881,260.780,184.166,115.668,104.992,104.042,102.848,104.698,98.283,68.977,2.136 ,0.000 ,163.696,154.011,153.920,154.667,154.456,135.996,88.284,88.444,85.497,85.800,85.223,120.644,113.378,136.854,136.967,335.640,286.305,270.309,NaN,143.360,135.557,NaN,177.571
403.773,475.030,506.279,504.701,506.209,508.067,572.327,572.117,574.714,694.080,694.659,694.014,694.249,586.535,568.930,567.658,492.657,495.672,399.259,355.740,348.655,484.148,507.694,506.879,495.141,467.787,421.202,364.757,282.349,189.813,126.656,109.552,111.522,111.590,98.721,92.536,117.998,159.714,162.277,163.696,0.000 ,12.853,12.824,12.921,14.389,102.835,192.643,192.536,189.389,189.866,190.436,269.855,265.871,277.683,277.716,392.588,346.642,332.213,NaN,101.782,91.662,NaN,293.442
391.436,463.968,495.296,493.718,494.903,496.804,561.069,560.860,563.445,683.404,683.982,683.349,683.584,575.639,558.533,557.218,482.907,486.057,391.641,355.001,350.069,491.936,516.117,515.311,503.526,476.186,430.180,373.722,291.415,199.017,133.020,109.068,109.800,109.759,96.456,90.284,115.583,154.552,152.510,154.011,12.853,0.000 ,0.169 ,0.998 ,2.532 ,90.570,180.113,180.002,176.880,177.355,177.942,258.159,254.389,265.574,265.604,380.408,334.272,319.774,NaN,89.857,79.408,NaN,280.704
391.418,463.907,495.234,493.656,494.849,496.749,561.014,560.805,563.390,683.335,683.914,683.280,683.516,575.575,558.459,557.144,482.820,485.968,391.523,354.836,349.900,491.786,515.973,515.167,503.381,476.041,430.042,373.583,291.277,198.881,132.863,108.901,109.636,109.595,96.294,90.122,115.422,154.409,152.420,153.920,12.824,0.169 ,0.000 ,1.165 ,2.688 ,90.652,180.104,179.993,176.870,177.345,177.931,258.116,254.339,265.545,265.575,380.490,334.347,319.845,NaN,89.951,79.490,NaN,280.711
391.694,464.457,495.796,494.218,495.358,497.265,561.530,561.321,563.905,683.940,684.519,683.886,684.122,576.149,559.102,557.782,483.542,486.705,392.435,355.996,351.062,492.741,516.884,516.078,504.295,476.954,430.908,374.449,292.132,199.719,133.881,110.065,110.792,110.750,97.444,91.273,116.568,155.470,153.158,154.667,12.921,0.998 ,1.165 ,0.000 ,1.757 ,90.230,180.317,180.205,177.091,177.566,178.159,258.558,254.823,265.890,265.919,380.058,333.970,319.491,NaN,89.439,79.063,NaN,280.812
390.728,463.887,495.244,493.667,494.723,496.641,560.906,560.697,563.277,683.459,684.038,683.408,683.644,575.617,558.689,557.360,483.274,486.464,392.572,357.071,352.354,494.458,518.621,517.815,506.031,478.691,432.658,376.199,293.884,201.473,135.551,111.228,111.822,111.768,98.425,92.263,117.514,156.036,152.930,154.456,14.389,2.532 ,2.688 ,1.757 ,0.000 ,88.601,179.277,179.162,176.062,176.536,177.137,257.824,254.153,265.018,265.047,378.419,332.365,317.901,NaN,87.761,77.432,NaN,279.637
321.619,411.061,442.883,441.337,438.590,441.005,504.624,504.423,506.845,632.629,633.206,632.700,632.948,523.306,511.937,510.171,444.191,448.659,375.247,390.237,398.102,569.631,596.318,595.550,583.617,556.443,512.830,456.575,375.106,283.980,211.048,163.669,158.539,157.976,145.564,141.026,159.714,175.088,133.889,135.996,102.835,90.570,90.652,90.230,88.601,0.000 ,113.770,113.563,111.419,111.812,112.776,202.529,202.142,202.850,202.824,289.840,243.822,229.468,NaN,7.600 ,11.173,NaN,203.605
211.857,297.436,329.260,327.719,324.833,327.237,390.899,390.697,393.129,518.986,519.563,519.068,519.317,409.614,399.111,397.251,334.373,339.388,281.897,352.256,376.664,589.983,621.721,621.062,609.065,582.981,546.513,492.608,416.724,334.424,256.069,189.984,180.182,179.262,173.243,172.567,175.657,156.609,86.839,88.284,192.643,180.113,180.104,180.317,179.277,113.770,0.000 ,0.277 ,3.498 ,3.031 ,3.142 ,89.692,90.824,89.232,89.215,247.487,198.098,182.091,NaN,120.676,120.612,NaN,102.869
211.994,297.654,329.479,327.938,325.037,327.443,391.100,390.899,393.330,519.203,519.779,519.286,519.534,409.829,399.343,397.482,334.627,339.643,282.174,352.476,376.857,590.103,621.831,621.173,609.175,583.088,546.601,492.687,416.785,334.454,256.097,190.036,180.240,179.320,173.282,172.596,175.726,156.750,86.994,88.444,192.536,180.002,179.993,180.205,179.162,113.563,0.277 ,0.000 ,3.502 ,3.047 ,3.257 ,89.931,91.079,89.425,89.407,247.342,197.950,181.942,NaN,120.464,120.419,NaN,102.910
214.945,299.673,331.497,329.953,327.266,329.646,393.367,393.165,395.606,521.237,521.814,521.313,521.561,411.894,401.104,399.265,335.888,340.839,282.034,350.206,374.215,586.872,618.548,617.889,605.890,579.786,543.226,489.283,413.331,330.956,252.599,186.564,176.780,175.861,169.793,169.099,172.292,153.650,84.014,85.497,189.389,176.880,176.870,177.091,176.062,111.419,3.498 ,3.502 ,0.000 ,0.482 ,1.407 ,91.586,92.358,91.836,91.824,250.433,201.020,185.008,NaN,118.395,118.069,NaN,106.341
214.479,299.287,331.111,329.568,326.860,329.242,392.958,392.756,395.196,520.850,521.427,520.927,521.175,411.504,400.745,398.904,335.584,340.543,281.903,350.390,374.464,587.238,618.927,618.267,606.269,580.169,543.628,489.694,413.759,331.407,253.050,186.999,177.210,176.290,170.237,169.549,172.713,153.986,84.324,85.800,189.866,177.355,177.345,177.566,176.536,111.812,3.031 ,3.047 ,0.482 ,0.000 ,1.163 ,91.235,92.048,91.411,91.398,250.096,200.688,184.676,NaN,118.781,118.483,NaN,105.862
213.808,298.307,330.130,328.586,325.929,328.304,392.036,391.834,394.276,519.872,520.448,519.947,520.195,410.533,399.713,397.875,334.480,339.432,280.745,349.544,373.746,586.847,618.580,617.921,605.924,579.840,543.379,489.481,413.629,331.409,253.058,186.910,177.094,176.173,170.201,169.555,172.547,153.500,83.765,85.223,190.436,177.942,177.931,178.159,177.137,112.776,3.142 ,3.257 ,1.407 ,1.163 ,0.000 ,90.190,90.951,90.539,90.528,250.589,201.194,185.185,NaN,119.762,119.393,NaN,105.580
141.399,208.886,240.669,239.112,237.844,239.997,304.117,303.911,306.429,430.364,430.942,430.414,430.660,321.226,309.546,307.729,245.457,250.763,209.033,329.260,366.223,604.004,638.866,638.306,626.537,601.925,571.840,521.323,452.384,380.331,304.530,236.108,225.402,224.457,223.447,225.077,218.347,180.422,120.838,120.644,269.855,258.159,258.116,258.558,257.824,202.529,89.692,89.931,91.586,91.235,90.190,0.000 ,10.795,24.170,24.366,264.717,219.972,205.693,NaN,209.661,208.454,NaN,83.833
149.325,210.722,242.392,240.825,240.671,242.675,306.913,306.706,309.263,431.837,432.415,431.859,432.103,322.990,309.897,308.184,243.551,248.574,201.556,318.505,355.442,593.625,628.584,628.029,616.272,591.728,561.946,511.644,443.200,372.051,296.691,228.390,217.677,216.735,216.205,218.053,210.450,171.402,113.718,113.378,265.871,254.389,254.339,254.823,254.153,202.142,90.824,91.079,92.358,92.048,90.951,10.795,0.000 ,34.920,35.115,274.992,229.931,215.511,NaN,209.401,207.561,NaN,94.311
